id,atlas_id,name, ,st_level,parent_structure_id,depth,graph_order,structure_id_path,sphinx_id,acronym_path,color_hex_triplet,svg_hex_triplet
1008,125.0,"Geniculate group, dorsal thalamus",GENd,7,864.0,6,657,/997/8/343/1129/549/864/1008/,658,root/grey/BS/IB/TH/DORsm/GENd,FF8084,FD8083
138,158.0,Lateral group of the dorsal thalamus,LAT,7,856.0,6,667,/997/8/343/1129/549/856/138/,668,root/grey/BS/IB/TH/DORpm/LAT,FF909F,FE8F9F
239,29.0,Anterior group of the dorsal thalamus,ATN,7,856.0,6,674,/997/8/343/1129/549/856/239/,675,root/grey/BS/IB/TH/DORpm/ATN,FF909F,FE8E9F
444,196.0,Medial group of the dorsal thalamus,MED,7,856.0,6,683,/997/8/343/1129/549/856/444/,684,root/grey/BS/IB/TH/DORpm/MED,FF909F,FF909C
571,212.0,Midline group of the dorsal thalamus,MTN,7,856.0,6,691,/997/8/343/1129/549/856/571/,692,root/grey/BS/IB/TH/DORpm/MTN,FF909F,FE8E9D
51,147.0,Intralaminar nuclei of the dorsal thalamus,ILM,7,856.0,6,696,/997/8/343/1129/549/856/51/,697,root/grey/BS/IB/TH/DORpm/ILM,FF909F,FF8F9F
262,315.0,Reticular nucleus of the thalamus,RT,8,856.0,6,703,/997/8/343/1129/549/856/262/,704,root/grey/BS/IB/TH/DORpm/RT,FF909F,FD8F9F
1014,126.0,"Geniculate group, ventral thalamus",GENv,7,856.0,6,704,/997/8/343/1129/549/856/1014/,705,root/grey/BS/IB/TH/DORpm/GENv,FF909F,FD8E9D
958,119.0,Epithalamus,EPI,7,856.0,6,711,/997/8/343/1129/549/856/958/,712,root/grey/BS/IB/TH/DORpm/EPI,FF909F,FC8F9E
390,331.0,Supraoptic nucleus,SO,8,157.0,6,717,/997/8/343/1129/1097/157/390/,718,root/grey/BS/IB/HY/PVZ/SO,FF5D50,FE5B50
332,465.0,Accessory supraoptic group,ASO,7,157.0,6,718,/997/8/343/1129/1097/157/332/,719,root/grey/BS/IB/HY/PVZ/ASO,FF5D50,FE5D4E
38,287.0,Paraventricular hypothalamic nucleus,PVH,8,157.0,6,720,/997/8/343/1129/1097/157/38/,721,root/grey/BS/IB/HY/PVZ/PVH,FF5D50,FF5D4F
30,286.0,"Periventricular hypothalamic nucleus, anterior part",PVa,9,157.0,6,731,/997/8/343/1129/1097/157/30/,732,root/grey/BS/IB/HY/PVZ/PVa,FF5D50,FF5D50
118,297.0,"Periventricular hypothalamic nucleus, intermediate part",PVi,9,157.0,6,732,/997/8/343/1129/1097/157/118/,733,root/grey/BS/IB/HY/PVZ/PVi,FF5D50,FD5D50
223,27.0,Arcuate hypothalamic nucleus,ARH,8,157.0,6,733,/997/8/343/1129/1097/157/223/,734,root/grey/BS/IB/HY/PVZ/ARH,FF5D50,FF5B4F
72,8.0,Anterodorsal preoptic nucleus,ADP,8,141.0,6,735,/997/8/343/1129/1097/141/72/,736,root/grey/BS/IB/HY/PVR/ADP,FF5547,FF5547
80,9.0,Anterior hypothalamic area,AHA,8,141.0,6,736,/997/8/343/1129/1097/141/80/,737,root/grey/BS/IB/HY/PVR/AHA,FF5547,FF5546
263,32.0,Anteroventral preoptic nucleus,AVP,8,141.0,6,737,/997/8/343/1129/1097/141/263/,738,root/grey/BS/IB/HY/PVR/AVP,FF5547,FE5447
272,33.0,Anteroventral periventricular nucleus,AVPV,8,141.0,6,738,/997/8/343/1129/1097/141/272/,739,root/grey/BS/IB/HY/PVR/AVPV,FF5547,FE5446
830,103.0,Dorsomedial nucleus of the hypothalamus,DMH,8,141.0,6,739,/997/8/343/1129/1097/141/830/,740,root/grey/BS/IB/HY/PVR/DMH,FF5547,FE5445
452,197.0,Median preoptic nucleus,MEPO,8,141.0,6,743,/997/8/343/1129/1097/141/452/,744,root/grey/BS/IB/HY/PVR/MEPO,FF5547,FF5445
523,206.0,Medial preoptic area,MPO,8,141.0,6,744,/997/8/343/1129/1097/141/523/,745,root/grey/BS/IB/HY/PVR/MPO,FF5547,FF5346
763,236.0,Vascular organ of the lamina terminalis,OV,8,141.0,6,745,/997/8/343/1129/1097/141/763/,746,root/grey/BS/IB/HY/PVR/OV,FF5547,FD5447
914,255.0,Posterodorsal preoptic nucleus,PD,8,141.0,6,746,/997/8/343/1129/1097/141/914/,747,root/grey/BS/IB/HY/PVR/PD,FF5547,FE5346
1109,279.0,Parastrial nucleus,PS,8,141.0,6,747,/997/8/343/1129/1097/141/1109/,748,root/grey/BS/IB/HY/PVR/PS,FF5547,FD5446
1124,281.0,Suprachiasmatic preoptic nucleus,PSCH,8,141.0,6,748,/997/8/343/1129/1097/141/1124/,749,root/grey/BS/IB/HY/PVR/PSCH,FF5547,FF5345
126,298.0,"Periventricular hypothalamic nucleus, posterior part",PVp,8,141.0,6,749,/997/8/343/1129/1097/141/126/,750,root/grey/BS/IB/HY/PVR/PVp,FF5547,FF5447
133,299.0,"Periventricular hypothalamic nucleus, preoptic part",PVpo,8,141.0,6,750,/997/8/343/1129/1097/141/133/,751,root/grey/BS/IB/HY/PVR/PVpo,FF5547,FE5547
347,467.0,Subparaventricular zone,SBPV,8,141.0,6,751,/997/8/343/1129/1097/141/347/,752,root/grey/BS/IB/HY/PVR/SBPV,FF5547,FD5547
286,318.0,Suprachiasmatic nucleus,SCH,8,141.0,6,752,/997/8/343/1129/1097/141/286/,753,root/grey/BS/IB/HY/PVR/SCH,FF5547,FF5545
338,466.0,Subfornical organ,SFO,8,141.0,6,753,/997/8/343/1129/1097/141/338/,754,root/grey/BS/IB/HY/PVR/SFO,FF5547,FF5347
576073699,,Ventromedial preoptic nucleus,VMPO,8,141.0,6,754,/997/8/343/1129/1097/141/576073699/,755,root/grey/BS/IB/HY/PVR/VMPO,FF5547,FD5545
689,793.0,Ventrolateral preoptic nucleus,VLPO,8,141.0,6,755,/997/8/343/1129/1097/141/689/,756,root/grey/BS/IB/HY/PVR/VLPO,FF5547,FE5546
88,10.0,Anterior hypothalamic nucleus,AHN,8,467.0,6,757,/997/8/343/1129/1097/467/88/,758,root/grey/BS/IB/HY/MEZ/AHN,FF4C3E,FF4B3E
331,182.0,Mammillary body,MBO,7,467.0,6,762,/997/8/343/1129/1097/467/331/,763,root/grey/BS/IB/HY/MEZ/MBO,FF4C3E,FE4C3D
515,205.0,Medial preoptic nucleus,MPN,8,467.0,6,776,/997/8/343/1129/1097/467/515/,777,root/grey/BS/IB/HY/MEZ/MPN,FF4C3E,FD4C3E
980,263.0,Dorsal premammillary nucleus,PMd,8,467.0,6,780,/997/8/343/1129/1097/467/980/,781,root/grey/BS/IB/HY/MEZ/PMd,FF4C3E,FC4C3E
1004,266.0,Ventral premammillary nucleus,PMv,8,467.0,6,781,/997/8/343/1129/1097/467/1004/,782,root/grey/BS/IB/HY/MEZ/PMv,FF4C3E,FF4B3B
63,290.0,"Paraventricular hypothalamic nucleus, descending division",PVHd,8,467.0,6,782,/997/8/343/1129/1097/467/63/,783,root/grey/BS/IB/HY/MEZ/PVHd,FF4C3E,FF4C3D
693,369.0,Ventromedial hypothalamic nucleus,VMH,8,467.0,6,787,/997/8/343/1129/1097/467/693/,788,root/grey/BS/IB/HY/MEZ/VMH,FF4C3E,FF4A3D
946,259.0,Posterior hypothalamic nucleus,PH,8,467.0,6,792,/997/8/343/1129/1097/467/946/,793,root/grey/BS/IB/HY/MEZ/PH,FF4C3E,FD4B3C
194,165.0,Lateral hypothalamic area,LHA,8,290.0,6,794,/997/8/343/1129/1097/290/194/,795,root/grey/BS/IB/HY/LZ/LHA,F2483B,F2483A
226,169.0,Lateral preoptic area,LPO,8,290.0,6,795,/997/8/343/1129/1097/290/226/,796,root/grey/BS/IB/HY/LZ/LPO,F2483B,F2473B
356,468.0,Preparasubthalamic nucleus,PST,8,290.0,6,796,/997/8/343/1129/1097/290/356/,797,root/grey/BS/IB/HY/LZ/PST,F2483B,F2473A
364,469.0,Parasubthalamic nucleus,PSTN,8,290.0,6,797,/997/8/343/1129/1097/290/364/,798,root/grey/BS/IB/HY/LZ/PSTN,F2483B,F1483A
576073704,,Perifornical nucleus,PeF,8,290.0,6,798,/997/8/343/1129/1097/290/576073704/,799,root/grey/BS/IB/HY/LZ/PeF,F2483B,F2463A
173,304.0,Retrochiasmatic area,RCH,8,290.0,6,799,/997/8/343/1129/1097/290/173/,800,root/grey/BS/IB/HY/LZ/RCH,F2483B,F2483B
470,341.0,Subthalamic nucleus,STN,8,290.0,6,800,/997/8/343/1129/1097/290/470/,801,root/grey/BS/IB/HY/LZ/STN,F2483B,F1473B
614,359.0,Tuberal nucleus,TU,8,290.0,6,801,/997/8/343/1129/1097/290/614/,802,root/grey/BS/IB/HY/LZ/TU,F2483B,F24839
797,382.0,Zona incerta,ZI,8,290.0,6,802,/997/8/343/1129/1097/290/797/,803,root/grey/BS/IB/HY/LZ/ZI,F2483B,F0483B
851,813.0,"Superior colliculus, optic layer",SCop,9,302.0,6,809,/997/8/343/313/339/302/851/,810,root/grey/BS/MB/MBsen/SCs/SCop,FF7AFF,FD7AFF
842,812.0,"Superior colliculus, superficial gray layer",SCsg,9,302.0,6,810,/997/8/343/313/339/302/842/,811,root/grey/BS/MB/MBsen/SCs/SCsg,FF7AFF,FF78FF
834,811.0,"Superior colliculus, zonal layer",SCzo,9,302.0,6,811,/997/8/343/313/339/302/834/,812,root/grey/BS/MB/MBsen/SCs/SCzo,FF7AFF,FF7AFD
811,808.0,"Inferior colliculus, central nucleus",ICc,9,4.0,6,813,/997/8/343/313/339/4/811/,814,root/grey/BS/MB/MBsen/IC/ICc,FF7AFF,FE7AFE
820,809.0,"Inferior colliculus, dorsal nucleus",ICd,9,4.0,6,814,/997/8/343/313/339/4/820/,815,root/grey/BS/MB/MBsen/IC/ICd,FF7AFF,FE79FF
828,810.0,"Inferior colliculus, external nucleus",ICe,9,4.0,6,815,/997/8/343/313/339/4/828/,816,root/grey/BS/MB/MBsen/IC/ICe,FF7AFF,FE79FE
539,208.0,"Midbrain reticular nucleus, magnocellular part",MRNm,9,128.0,6,827,/997/8/343/313/323/128/539/,828,root/grey/BS/MB/MBmot/MRN/MRNm,FF90FF,FF8EFC
548,209.0,"Midbrain reticular nucleus, magnocellular part, general",MRNmg,9,128.0,6,828,/997/8/343/313/323/128/548/,829,root/grey/BS/MB/MBmot/MRN/MRNmg,FF90FF,FF8DFF
555,210.0,"Midbrain reticular nucleus, parvicellular part",MRNp,9,128.0,6,829,/997/8/343/313/323/128/555/,830,root/grey/BS/MB/MBmot/MRN/MRNp,FF90FF,FE8EFD
26,427.0,"Superior colliculus, motor related, deep gray layer",SCdg,9,294.0,6,831,/997/8/343/313/323/294/26/,832,root/grey/BS/MB/MBmot/SCm/SCdg,FF90FF,FF8FFF
42,429.0,"Superior colliculus, motor related, deep white layer",SCdw,9,294.0,6,832,/997/8/343/313/323/294/42/,833,root/grey/BS/MB/MBmot/SCm/SCdw,FF90FF,FF8FFE
17,426.0,"Superior colliculus, motor related, intermediate white layer",SCiw,9,294.0,6,833,/997/8/343/313/323/294/17/,834,root/grey/BS/MB/MBmot/SCm/SCiw,FF90FF,FF90FE
10,425.0,"Superior colliculus, motor related, intermediate gray layer",SCig,9,294.0,6,834,/997/8/343/313/323/294/10/,835,root/grey/BS/MB/MBmot/SCm/SCig,FF90FF,FF90FF
50,430.0,Precommissural nucleus,PRC,9,795.0,6,839,/997/8/343/313/323/795/50/,840,root/grey/BS/MB/MBmot/PAG/PRC,FF90FF,FE90FE
67,149.0,Interstitial nucleus of Cajal,INC,9,795.0,6,840,/997/8/343/313/323/795/67/,841,root/grey/BS/MB/MBmot/PAG/INC,FF90FF,FF90FD
587,214.0,Nucleus of Darkschewitsch,ND,9,795.0,6,841,/997/8/343/313/323/795/587/,842,root/grey/BS/MB/MBmot/PAG/ND,FF90FF,FD8FFD
614454277,,Supraoculomotor periaqueductal gray,Su3,9,795.0,6,842,/997/8/343/313/323/795/614454277/,843,root/grey/BS/MB/MBmot/PAG/Su3,FF90FF,FD90FC
215,26.0,Anterior pretectal nucleus,APN,9,1100.0,6,844,/997/8/343/313/323/1100/215/,845,root/grey/BS/MB/MBmot/PRT/APN,FF90FF,FE8EFF
531,207.0,Medial pretectal area,MPT,9,1100.0,6,845,/997/8/343/313/323/1100/531/,846,root/grey/BS/MB/MBmot/PRT/MPT,FF90FF,FF90FC
628,219.0,Nucleus of the optic tract,NOT,9,1100.0,6,846,/997/8/343/313/323/1100/628/,847,root/grey/BS/MB/MBmot/PRT/NOT,FF90FF,FF8FFC
634,220.0,Nucleus of the posterior commissure,NPC,9,1100.0,6,847,/997/8/343/313/323/1100/634/,848,root/grey/BS/MB/MBmot/PRT/NPC,FF90FF,FF8DFE
706,229.0,Olivary pretectal nucleus,OP,9,1100.0,6,848,/997/8/343/313/323/1100/706/,849,root/grey/BS/MB/MBmot/PRT/OP,FF90FF,FE90FC
1061,273.0,Posterior pretectal nucleus,PPT,9,1100.0,6,849,/997/8/343/313/323/1100/1061/,850,root/grey/BS/MB/MBmot/PRT/PPT,FF90FF,FC8FFE
549009203,,Retroparafascicular nucleus,RPF,9,1100.0,6,850,/997/8/343/313/323/1100/549009203/,851,root/grey/BS/MB/MBmot/PRT/RPF,FF90FF,FD8DFF
12,142.0,Interfascicular nucleus raphe,IF,8,165.0,6,869,/997/8/343/313/348/165/12/,870,root/grey/BS/MB/MBsta/RAmb/IF,FFA6FF,FFA6FF
100,153.0,Interpeduncular nucleus,IPN,8,165.0,6,870,/997/8/343/313/348/165/100/,871,root/grey/BS/MB/MBsta/RAmb/IPN,FFA6FF,FFA6FE
197,307.0,Rostral linear nucleus raphe,RL,8,165.0,6,879,/997/8/343/313/348/165/197/,880,root/grey/BS/MB/MBsta/RAmb/RL,FFA6FF,FEA6FF
591,73.0,Central linear nucleus raphe,CLI,8,165.0,6,880,/997/8/343/313/348/165/591/,881,root/grey/BS/MB/MBsta/RAmb/CLI,FFA6FF,FFA4FF
872,108.0,Dorsal nucleus raphe,DR,8,165.0,6,881,/997/8/343/313/348/165/872/,882,root/grey/BS/MB/MBsta/RAmb/DR,FFA6FF,FDA6FF
612,217.0,Nucleus of the lateral lemniscus,NLL,8,1132.0,6,885,/997/8/343/1065/771/1132/612/,886,root/grey/BS/HB/P/P-sen/NLL,FFAE6F,FFAC6F
7,283.0,Principal sensory nucleus of the trigeminal,PSV,8,1132.0,6,889,/997/8/343/1065/771/1132/7/,890,root/grey/BS/HB/P/P-sen/PSV,FFAE6F,FFAE6F
867,249.0,Parabrachial nucleus,PB,8,1132.0,6,890,/997/8/343/1065/771/1132/867/,891,root/grey/BS/HB/P/P-sen/PB,FFAE6F,FFAD6D
398,332.0,Superior olivary complex,SOC,8,1132.0,6,902,/997/8/343/1065/771/1132/398/,903,root/grey/BS/HB/P/P-sen/SOC,FFAE6F,FFAE6D
280,34.0,Barrington's nucleus,B,8,987.0,6,907,/997/8/343/1065/771/987/280/,908,root/grey/BS/HB/P/P-mot/B,FFBA86,FFBA86
880,109.0,Dorsal tegmental nucleus,DTN,8,987.0,6,908,/997/8/343/1065/771/987/880/,909,root/grey/BS/HB/P/P-mot/DTN,FFBA86,FEB985
283,176.0,Lateral tegmental nucleus,LTN,8,987.0,6,909,/997/8/343/1065/771/987/283/,910,root/grey/BS/HB/P/P-mot/LTN,FFBA86,FFBA85
599626927,,Posterodorsal tegmental nucleus,PDTg,8,987.0,6,910,/997/8/343/1065/771/987/599626927/,911,root/grey/BS/HB/P/P-mot/PDTg,FFBA86,FFB984
898,253.0,Pontine central gray,PCG,8,987.0,6,911,/997/8/343/1065/771/987/898/,912,root/grey/BS/HB/P/P-mot/PCG,FFBA86,FFBA84
931,823.0,Pontine gray,PG,8,987.0,6,912,/997/8/343/1065/771/987/931/,913,root/grey/BS/HB/P/P-mot/PG,FFBA86,FFB885
1093,277.0,"Pontine reticular nucleus, caudal part",PRNc,8,987.0,6,913,/997/8/343/1065/771/987/1093/,914,root/grey/BS/HB/P/P-mot/PRNc,FFBA86,FDBA86
552,917.0,"Pontine reticular nucleus, ventral part",PRNv,8,987.0,6,914,/997/8/343/1065/771/987/552/,915,root/grey/BS/HB/P/P-mot/PRNv,FFBA86,FFB985
318,322.0,Supragenual nucleus,SG,8,987.0,6,915,/997/8/343/1065/771/987/318/,916,root/grey/BS/HB/P/P-mot/SG,FFBA86,FFB986
462,340.0,Superior salivatory nucleus,SSN,8,987.0,6,916,/997/8/343/1065/771/987/462/,917,root/grey/BS/HB/P/P-mot/SSN,FFBA86,FEBA84
534,349.0,Supratrigeminal nucleus,SUT,8,987.0,6,917,/997/8/343/1065/771/987/534/,918,root/grey/BS/HB/P/P-mot/SUT,FFBA86,FEBA86
574,354.0,Tegmental reticular nucleus,TRN,8,987.0,6,918,/997/8/343/1065/771/987/574/,919,root/grey/BS/HB/P/P-mot/TRN,FFBA86,FEBA85
621,360.0,Motor nucleus of trigeminal,V,8,987.0,6,919,/997/8/343/1065/771/987/621/,920,root/grey/BS/HB/P/P-mot/V,FFBA86,FEB986
549009215,,Peritrigeminal zone,P5,8,987.0,6,920,/997/8/343/1065/771/987/549009215/,921,root/grey/BS/HB/P/P-mot/P5,FFBA86,FEB886
549009219,,Accessory trigeminal nucleus,Acs5,8,987.0,6,921,/997/8/343/1065/771/987/549009219/,922,root/grey/BS/HB/P/P-mot/Acs5,FFBA86,FDBA85
549009223,,Parvicellular motor 5 nucleus,PC5,8,987.0,6,922,/997/8/343/1065/771/987/549009223/,923,root/grey/BS/HB/P/P-mot/PC5,FFBA86,FDB986
549009227,,Intertrigeminal nucleus,I5,8,987.0,6,923,/997/8/343/1065/771/987/549009227/,924,root/grey/BS/HB/P/P-mot/I5,FFBA86,FEB984
679,84.0,Superior central nucleus raphe,CS,8,1117.0,6,925,/997/8/343/1065/771/1117/679/,926,root/grey/BS/HB/P/P-sat/CS,FFC395,FFC393
147,159.0,Locus ceruleus,LC,8,1117.0,6,928,/997/8/343/1065/771/1117/147/,929,root/grey/BS/HB/P/P-sat/LC,FFC395,FDC395
162,161.0,Laterodorsal tegmental nucleus,LDT,8,1117.0,6,929,/997/8/343/1065/771/1117/162/,930,root/grey/BS/HB/P/P-sat/LDT,FFC395,FEC395
604,216.0,Nucleus incertus,NI,8,1117.0,6,930,/997/8/343/1065/771/1117/604/,931,root/grey/BS/HB/P/P-sat/NI,FFC395,FEC294
146,442.0,Pontine reticular nucleus,PRNr,8,1117.0,6,931,/997/8/343/1065/771/1117/146/,932,root/grey/BS/HB/P/P-sat/PRNr,FFC395,FFC295
238,312.0,Nucleus raphe pontis,RPO,8,1117.0,6,932,/997/8/343/1065/771/1117/238/,933,root/grey/BS/HB/P/P-sat/RPO,FFC395,FFC294
350,326.0,Subceruleus nucleus,SLC,8,1117.0,6,933,/997/8/343/1065/771/1117/350/,934,root/grey/BS/HB/P/P-sat/SLC,FFC395,FEC394
358,327.0,Sublaterodorsal nucleus,SLD,8,1117.0,6,934,/997/8/343/1065/771/1117/358/,935,root/grey/BS/HB/P/P-sat/SLD,FFC395,FEC295
207,25.0,Area postrema,AP,8,386.0,6,937,/997/8/343/1065/354/386/207/,938,root/grey/BS/HB/MY/MY-sen/AP,FFA5D2,FFA5D0
607,75.0,Cochlear nuclei,CN,7,386.0,6,938,/997/8/343/1065/354/386/607/,939,root/grey/BS/HB/MY/MY-sen/CN,FFA5D2,FEA5D0
720,89.0,Dorsal column nuclei,DCN,7,386.0,6,943,/997/8/343/1065/354/386/720/,944,root/grey/BS/HB/MY/MY-sen/DCN,FFA5D2,FDA3D2
903,112.0,External cuneate nucleus,ECU,8,386.0,6,946,/997/8/343/1065/354/386/903/,947,root/grey/BS/HB/MY/MY-sen/ECU,FFA5D2,FFA2D2
642,221.0,Nucleus of the trapezoid body,NTB,8,386.0,6,947,/997/8/343/1065/354/386/642/,948,root/grey/BS/HB/MY/MY-sen/NTB,FFA5D2,FEA3D2
651,222.0,Nucleus of the solitary tract,NTS,8,386.0,6,948,/997/8/343/1065/354/386/651/,949,root/grey/BS/HB/MY/MY-sen/NTS,FFA5D2,FDA5D1
429,336.0,"Spinal nucleus of the trigeminal, caudal part",SPVC,9,386.0,6,954,/997/8/343/1065/354/386/429/,955,root/grey/BS/HB/MY/MY-sen/SPVC,FFA5D2,FDA4D0
437,337.0,"Spinal nucleus of the trigeminal, interpolar part",SPVI,9,386.0,6,955,/997/8/343/1065/354/386/437/,956,root/grey/BS/HB/MY/MY-sen/SPVI,FFA5D2,FDA5D2
445,338.0,"Spinal nucleus of the trigeminal, oral part",SPVO,9,386.0,6,956,/997/8/343/1065/354/386/445/,957,root/grey/BS/HB/MY/MY-sen/SPVO,FFA5D2,FFA4D0
589508451,,Paratrigeminal nucleus,Pa5,8,386.0,6,962,/997/8/343/1065/354/386/589508451/,963,root/grey/BS/HB/MY/MY-sen/Pa5,FFA5D2,FDA3D1
789,381.0,Nucleus z,z,8,386.0,6,963,/997/8/343/1065/354/386/789/,964,root/grey/BS/HB/MY/MY-sen/z,FFA5D2,FFA5CF
653,364.0,Abducens nucleus,VI,8,370.0,6,965,/997/8/343/1065/354/370/653/,966,root/grey/BS/HB/MY/MY-mot/VI,FFB3D9,FDB1D9
568,919.0,Accessory abducens nucleus,ACVI,8,370.0,6,966,/997/8/343/1065/354/370/568/,967,root/grey/BS/HB/MY/MY-mot/ACVI,FFB3D9,FFB1D7
661,365.0,Facial motor nucleus,VII,8,370.0,6,967,/997/8/343/1065/354/370/661/,968,root/grey/BS/HB/MY/MY-mot/VII,FFB3D9,FFB3D6
576,920.0,Accessory facial motor nucleus,ACVII,8,370.0,6,968,/997/8/343/1065/354/370/576/,969,root/grey/BS/HB/MY/MY-mot/ACVII,FFB3D9,FDB0D9
640,928.0,Efferent vestibular nucleus,EV,8,370.0,6,969,/997/8/343/1065/354/370/640/,970,root/grey/BS/HB/MY/MY-mot/EV,FFB3D9,FDB3D7
135,16.0,Nucleus ambiguus,AMB,8,370.0,6,970,/997/8/343/1065/354/370/135/,971,root/grey/BS/HB/MY/MY-mot/AMB,FFB3D9,FEB3D9
839,104.0,Dorsal motor nucleus of the vagus nerve,DMX,8,370.0,6,973,/997/8/343/1065/354/370/839/,974,root/grey/BS/HB/MY/MY-mot/DMX,FFB3D9,FDB1D8
887,110.0,Efferent cochlear group,ECO,8,370.0,6,974,/997/8/343/1065/354/370/887/,975,root/grey/BS/HB/MY/MY-mot/ECO,FFB3D9,FEB1D6
1048,130.0,Gigantocellular reticular nucleus,GRN,8,370.0,6,975,/997/8/343/1065/354/370/1048/,976,root/grey/BS/HB/MY/MY-mot/GRN,FFB3D9,FEB0D8
372,470.0,Infracerebellar nucleus,ICB,8,370.0,6,976,/997/8/343/1065/354/370/372/,977,root/grey/BS/HB/MY/MY-mot/ICB,FFB3D9,FEB1D8
83,151.0,Inferior olivary complex,IO,8,370.0,6,977,/997/8/343/1065/354/370/83/,978,root/grey/BS/HB/MY/MY-mot/IO,FFB3D9,FFB3D8
136,865.0,Intermediate reticular nucleus,IRN,8,370.0,6,978,/997/8/343/1065/354/370/136/,979,root/grey/BS/HB/MY/MY-mot/IRN,FFB3D9,FFB2D8
106,154.0,Inferior salivatory nucleus,ISN,8,370.0,6,979,/997/8/343/1065/354/370/106/,980,root/grey/BS/HB/MY/MY-mot/ISN,FFB3D9,FFB2D9
203,166.0,Linear nucleus of the medulla,LIN,8,370.0,6,980,/997/8/343/1065/354/370/203/,981,root/grey/BS/HB/MY/MY-mot/LIN,FFB3D9,FFB1D8
235,170.0,Lateral reticular nucleus,LRN,8,370.0,6,981,/997/8/343/1065/354/370/235/,982,root/grey/BS/HB/MY/MY-mot/LRN,FFB3D9,FDB3D8
307,179.0,Magnocellular reticular nucleus,MARN,8,370.0,6,984,/997/8/343/1065/354/370/307/,985,root/grey/BS/HB/MY/MY-mot/MARN,FFB3D9,FDB2D9
395,190.0,Medullary reticular nucleus,MDRN,8,370.0,6,985,/997/8/343/1065/354/370/395/,986,root/grey/BS/HB/MY/MY-mot/MDRN,FFB3D9,FDB2D8
852,247.0,Parvicellular reticular nucleus,PARN,8,370.0,6,988,/997/8/343/1065/354/370/852/,989,root/grey/BS/HB/MY/MY-mot/PARN,FFB3D9,FCB3D9
859,248.0,Parasolitary nucleus,PAS,8,370.0,6,989,/997/8/343/1065/354/370/859/,990,root/grey/BS/HB/MY/MY-mot/PAS,FFB3D9,FFB2D6
938,258.0,Paragigantocellular reticular nucleus,PGRN,8,370.0,6,990,/997/8/343/1065/354/370/938/,991,root/grey/BS/HB/MY/MY-mot/PGRN,FFB3D9,FFB0D8
154,443.0,Perihypoglossal nuclei,PHY,7,370.0,6,993,/997/8/343/1065/354/370/154/,994,root/grey/BS/HB/MY/MY-mot/PHY,FFB3D9,FEB2D9
995,265.0,Paramedian reticular nucleus,PMR,8,370.0,6,997,/997/8/343/1065/354/370/995/,998,root/grey/BS/HB/MY/MY-mot/PMR,FFB3D9,FEB2D6
1069,274.0,Parapyramidal nucleus,PPY,8,370.0,6,998,/997/8/343/1065/354/370/1069/,999,root/grey/BS/HB/MY/MY-mot/PPY,FFB3D9,FCB2D8
701,370.0,Vestibular nuclei,VNC,7,370.0,6,1001,/997/8/343/1065/354/370/701/,1002,root/grey/BS/HB/MY/MY-mot/VNC,FFB3D9,FCB1D9
765,378.0,Nucleus x,x,8,370.0,6,1006,/997/8/343/1065/354/370/765/,1007,root/grey/BS/HB/MY/MY-mot/x,FFB3D9,FFB0D9
773,379.0,Hypoglossal nucleus,XII,8,370.0,6,1007,/997/8/343/1065/354/370/773/,1008,root/grey/BS/HB/MY/MY-mot/XII,FFB3D9,FEB1D7
781,380.0,Nucleus y,y,8,370.0,6,1008,/997/8/343/1065/354/370/781/,1009,root/grey/BS/HB/MY/MY-mot/y,FFB3D9,FDB2D7
76,150.0,Interstitial nucleus of the vestibular nerve,INV,8,370.0,6,1009,/997/8/343/1065/354/370/76/,1010,root/grey/BS/HB/MY/MY-mot/INV,FFB3D9,FFB3D9
206,308.0,Nucleus raphe magnus,RM,8,379.0,6,1011,/997/8/343/1065/354/379/206/,1012,root/grey/BS/HB/MY/MY-sat/RM,FFC6E2,FFC5E2
230,311.0,Nucleus raphe pallidus,RPA,8,379.0,6,1012,/997/8/343/1065/354/379/230/,1013,root/grey/BS/HB/MY/MY-sat/RPA,FFC6E2,FFC6E2
222,310.0,Nucleus raphe obscurus,RO,8,379.0,6,1013,/997/8/343/1065/354/379/222/,1014,root/grey/BS/HB/MY/MY-sat/RO,FFC6E2,FEC6E2
10707,,"Lingula (I), molecular layer",LINGmo,11,912.0,6,1021,/997/8/512/528/645/912/10707/,1022,root/grey/CB/CBX/VERM/LING/LINGmo,FFFC91,FFFC91
10706,,"Lingula (I), Purkinje layer",LINGpu,11,912.0,6,1022,/997/8/512/528/645/912/10706/,1023,root/grey/CB/CBX/VERM/LING/LINGpu,FFFC91,FEFC90
10705,,"Lingula (I), granular layer",LINGgr,11,912.0,6,1023,/997/8/512/528/645/912/10705/,1024,root/grey/CB/CBX/VERM/LING/LINGgr,ECE754,EBE553
976,404.0,Lobule II,CENT2,8,920.0,6,1025,/997/8/512/528/645/920/976/,1026,root/grey/CB/CBX/VERM/CENT/CENT2,FFFC91,FDFA91
984,405.0,Lobule III,CENT3,8,920.0,6,1029,/997/8/512/528/645/920/984/,1030,root/grey/CB/CBX/VERM/CENT/CENT3,FFFC91,FFFC8E
992,406.0,Lobule IV,CUL4,8,928.0,6,1034,/997/8/512/528/645/928/992/,1035,root/grey/CB/CBX/VERM/CUL/CUL4,FFFC91,FFF991
1001,407.0,Lobule V,CUL5,8,928.0,6,1038,/997/8/512/528/645/928/1001/,1039,root/grey/CB/CBX/VERM/CUL/CUL5,FFFC91,FEFA8F
